YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2018,2018,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.4,11.4,,,10.4,12.3,Gender,Male,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2013,2013,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.3,9.3,,,7.4,11.1,Race/Ethnicity,Hispanic,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2017,2017,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.1,9.1,,,7.6,10.6,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2017,2017,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,29.2,29.2,,,25.7,32.7,Race/Ethnicity,Hispanic,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2017,2017,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2017,2017,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.3,7.3,,,6.8,7.8,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2012,2012,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2016,2016,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2017,2017,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,26.8,26.8,,,24.6,29,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.4,8.4,,,7.7,9.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2016,2016,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.4,11.4,,,9.3,13.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2011,2011,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2016,2016,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.7,12.7,,,10.1,15.2,Gender,Male,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2013,2013,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2012,2012,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,27.0,27,,,23.9,30.1,Gender,Male,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2014,2014,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,3.3,3.3,,,2,5.1,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2017,2017,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2016,2016,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2010,2010,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2015,2015,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.5,8.5,,,7.8,9.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2016,2016,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.4,7.4,,,6.9,7.9,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2015,2015,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,33.4,33.4,,,29.9,36.9,Gender,Male,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2018,2018,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,18.9,18.9,,,16.3,21.5,Gender,Female,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2014,2014,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,15.7,15.7,,,13.4,18.1,Gender,Female,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2014,2014,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2010,2010,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,23.8,23.8,,,20.8,26.8,Gender,Male,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2016,2016,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.2,8.2,,,6.6,9.8,Race/Ethnicity,Hispanic,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2014,2014,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,10.1,10.1,,,8.6,11.7,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,24.9,24.9,,,22.7,27,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.1,8.1,,,7.4,8.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2017,2017,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,15.1,15.1,,,12.5,17.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2015,2015,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.3,7.3,,,6.8,7.8,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,22.5,22.5,,,20.4,24.5,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.2,12.2,,,10.4,14,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2018,2018,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,26.5,26.5,,,23.2,29.7,Race/Ethnicity,Hispanic,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2016,2016,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.9,6.9,,,5.1,9.2,Gender,Female,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2017,2017,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,4.9,4.9,,,4.3,5.4,Gender,Female,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2014,2014,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2012,2012,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,5.1,5.1,,,3.6,6.9,Gender,Female,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2013,2013,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2017,2017,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.5,9.5,,,7.9,11.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2013,2013,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,5.9,5.9,,,4.3,7.9,Gender,Female,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2015,2015,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,14.9,14.9,,,12.5,17.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2010,2010,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2013,2013,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2010,2010,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,4.4,4.4,,,3.8,5,Gender,Female,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2017,2017,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,20.6,20.6,,,17.9,23.4,Gender,Female,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2011,2011,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,27.8,27.8,,,24.6,31,Gender,Male,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2012,2012,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,5.0,5,,,4.3,5.6,Gender,Female,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2012,2012,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2012,2012,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.7,7.7,,,6.3,9.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2013,2013,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,10.2,10.2,,,9.3,11.1,Gender,Male,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2011,2011,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.6,7.6,,,7.1,8.2,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.4,6.4,,,5.1,7.7,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,59.5,59.5,,,47.7,73.4,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2010,2010,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,17.0,17,,,15.3,18.8,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2012,2012,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2015,2015,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,16.7,16.7,,,14.2,19.1,Gender,Female,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2016,2016,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,2.8,2.8,,,1.7,4.3,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2014,2014,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,29.6,29.6,,,26.3,33,Gender,Male,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2015,2015,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.3,9.3,,,7.8,10.7,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,14.0,14,,,11.5,16.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2013,2013,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.1,7.1,,,5.7,8.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2018,2018,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2013,2013,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.2,8.2,,,7.5,8.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2018,2018,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.4,9.4,,,8.6,10.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2016,2016,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,94.1,94.1,,,79.3,108.9,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2017,2017,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.4,6.4,,,5.1,8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2012,2012,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.0,7,,,6.5,7.6,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.0,9,,,7.4,10.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2014,2014,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2017,2017,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,86.0,86,,,71.9,100.2,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2015,2015,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2017,2017,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.0,7,,,5.2,9.1,Gender,Female,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2016,2016,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,19.7,19.7,,,17,22.3,Gender,Female,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2012,2012,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,24.4,24.4,,,21,27.7,Race/Ethnicity,Hispanic,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2011,2011,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.3,9.3,,,7.8,10.8,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2018,2018,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2015,2015,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.9,6.9,,,5.2,9,Gender,Female,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2013,2013,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,14.5,14.5,,,12.2,16.7,Gender,Female,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2014,2014,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,13.1,13.1,,,10.8,15.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2010,2010,NJ,New Jersey,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,10.6,10.6,,,9.6,11.5,Gender,Male,,,,,POINT (-74.27369128799967 40.13057004800049),,34,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2018,2018,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2010,2010,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,3.9,3.9,,,2.6,5.5,Gender,Female,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2015,2015,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,24.8,24.8,,,22.7,26.9,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2013,2013,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2018,2018,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.9,11.9,,,10.2,13.6,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,33.4,33.4,,,29.9,36.9,Gender,Male,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
